comm,parent,sched-in,run-time,min-run,avg-run,max-run,stddev,migrations
cc[350273,-1,1,0.601,0.601,0.601,0.601,0.00,0
cc[350129,-1,1,0.573,0.573,0.573,0.573,0.00,0
cc[352137,-1,1,0.507,0.507,0.507,0.507,0.00,0
cc[349553,-1,1,0.963,0.963,0.963,0.963,0.00,0
cc[349689,-1,1,0.767,0.767,0.767,0.767,0.00,0
cc[352129,-1,1,0.512,0.512,0.512,0.512,0.00,0
cc[349545,-1,1,0.641,0.641,0.641,0.641,0.00,0
cc[350833,-1,1,0.727,0.727,0.727,0.727,0.00,0
cc[350545,-1,1,0.601,0.601,0.601,0.601,0.00,0
cc[349969,-1,1,0.796,0.796,0.796,0.796,0.00,0
ln[351401,-1,2,1.053,0.017,0.526,1.035,96.60,0
cc[350393,-1,1,0.743,0.743,0.743,0.743,0.00,0
cc[352257,-1,1,0.570,0.570,0.570,0.570,0.00,0
ln[351393,-1,2,1.158,0.015,0.579,1.143,97.35,0
ln[351249,-1,1,1.099,1.099,1.099,1.099,0.00,0
cc[350241,-1,1,0.593,0.593,0.593,0.593,0.00,0
cc[352681,-1,1,0.312,0.312,0.312,0.312,0.00,0
cc[349665,-1,1,0.566,0.566,0.566,0.566,0.00,0
cc[352105,-1,1,0.521,0.521,0.521,0.521,0.00,0
cc[350665,-1,1,0.722,0.722,0.722,0.722,0.00,0
cc[350089,-1,1,0.580,0.580,0.580,0.580,0.00,0
cc[349657,-1,1,0.937,0.937,0.937,0.937,0.00,0
cc[351953,-1,1,0.339,0.339,0.339,0.339,0.00,0
ln[351377,-1,1,0.902,0.902,0.902,0.902,0.00,0
cc[350945,-1,1,0.534,0.534,0.534,0.534,0.00,0
cc[350369,-1,1,0.709,0.709,0.709,0.709,0.00,0
cc[350225,-1,1,0.669,0.669,0.669,0.669,0.00,0
cc[352233,-1,1,0.642,0.642,0.642,0.642,0.00,0
ln[351657,-1,1,1.093,1.093,1.093,1.093,0.00,0
cc[350306,-1,1,0.928,0.928,0.928,0.928,0.00,0
cc[350018,-1,1,0.666,0.666,0.666,0.666,0.00,0
cc[352314,-1,1,0.524,0.524,0.524,0.524,0.00,0
