comm,parent,sched-in,run-time,min-run,avg-run,max-run,stddev,migrations
cc[80443,-1,1,0.577,0.577,0.577,0.577,0.00,0
ln[79867,-1,1,1.075,1.075,1.075,1.075,0.00,0
ln[79579,-1,1,0.928,0.928,0.928,0.928,0.00,0
cc[78571,-1,1,0.512,0.512,0.512,0.512,0.00,0
cc[78427,-1,1,0.479,0.479,0.479,0.479,0.00,0
cc[77851,-1,1,0.608,0.608,0.608,0.608,0.00,0
cc[78995,-1,1,0.625,0.625,0.625,0.625,0.00,0
cc[78707,-1,1,0.431,0.431,0.431,0.431,0.00,0
cc[78419,-1,1,0.469,0.469,0.469,0.469,0.00,0
cc[80427,-1,1,0.617,0.617,0.617,0.617,0.00,0
cc[79131,-1,1,0.591,0.591,0.591,0.591,0.00,0
cc[78843,-1,1,0.629,0.629,0.629,0.629,0.00,0
cc[78699,-1,1,0.601,0.601,0.601,0.601,0.00,0
cc[78555,-1,1,0.933,0.933,0.933,0.933,0.00,0
cc[80563,-1,1,0.643,0.643,0.643,0.643,0.00,0
cc[80275,-1,1,0.373,0.373,0.373,0.373,0.00,0
ln[79843,-1,1,0.957,0.957,0.957,0.957,0.00,0
ln[79555,-1,2,0.217,0.018,0.108,0.198,82.63,0
cc[79267,-1,1,0.649,0.649,0.649,0.649,0.00,0
cc[78547,-1,1,0.576,0.576,0.576,0.576,0.00,0
cc[78403,-1,1,0.784,0.784,0.784,0.784,0.00,0
cc[78259,-1,1,0.574,0.574,0.574,0.574,0.00,0
cc[77971,-1,1,0.590,0.590,0.590,0.590,0.00,0
cc[78971,-1,1,0.729,0.729,0.729,0.729,0.00,0
ld[79539,-1,1,60.161,60.161,60.161,60.161,0.00,0
cc[78963,-1,1,0.671,0.671,0.671,0.671,0.00,0
cc[78675,-1,1,0.464,0.464,0.464,0.464,0.00,0
cc[78243,-1,1,0.657,0.657,0.657,0.657,0.00,0
cc[77955,-1,1,0.476,0.476,0.476,0.476,0.00,0
cc[80251,-1,1,0.391,0.391,0.391,0.391,0.00,0
ln[79675,-1,2,1.001,0.016,0.500,0.985,96.76,0
cc[79243,-1,1,0.529,0.529,0.529,0.529,0.00,0
cc[78667,-1,1,0.732,0.732,0.732,0.732,0.00,0
cc[79523,-1,1,0.424,0.424,0.424,0.424,0.00,0
cc[78947,-1,1,0.630,0.630,0.630,0.630,0.00,0
ln[79803,-1,2,1.087,0.022,0.543,1.064,95.88,0
cc[78308,-1,1,0.619,0.619,0.619,0.619,0.00,0
cc[78020,-1,1,0.743,0.743,0.743,0.743,0.00,0
ln[79884,-1,1,0.494,0.494,0.494,0.494,0.00,0
cc[79308,-1,1,0.542,0.542,0.542,0.542,0.00,0
cc[79020,-1,1,0.881,0.881,0.881,0.881,0.00,0
cc[78876,-1,1,0.773,0.773,0.773,0.773,0.00,0
cc[78732,-1,1,0.454,0.454,0.454,0.454,0.00,0
